頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
Kanuchi Ch. 鐵匠B.S.,UC8FQ_7amNGvt6sMIfGGVECQ,https://www.youtube.com/@kanuchichbs,2021-05-23,290,27184,1050,
加姆Garm Ch.,UC4L4S8UVYq_aZznU5_ldbGw,https://www.youtube.com/@garmch.,2022-02-10,231,74819,1790,
Hosino Ch. 社畜A星野ニア,UCaHT2ZlIYtaDyqeT5tqt4LA,https://www.youtube.com/@nia-a,2020-03-30,259,52559,312,
棉羽‧尤克特拉希爾  Mianyu·Yggdrasill Ch.,UC-tU5iB1NTY6XSaPZt3GCww,https://www.youtube.com/@mianyuyggdrasill_vtuber,2013-08-16,457,39817,599,
八貓 Ba Mao,UCT8_VWHpy25IGGPKTLRbK5A,https://www.youtube.com/@bamao,2020-12-07,33,2093,150,
西の狼アレックス Ch.,UCkUjww7QVYBRAI3NYcZD87Q,https://www.youtube.com/@nishiwolfalex607,2018-08-05,256,8974,312,
影月 Eigetsu,UCg9tOr52t4175XwiWA3UqNQ,https://www.youtube.com/@eigetsu7565,2014-10-18,138,3432,118,
姬宮優花Yuka ch.,UC1d1dmxkh_yanq1U1gli7jw,https://www.youtube.com/@hanayuka,2013-09-15,255,214618,8390,萌元氣
神白 ウノ[香港Vtuber],UCIuD45jpbKw1tozgTXRUFIA,https://www.youtube.com/@kami46uno,2021-05-23,105,19572,574,
Kaya Ch. 月見カヤ,UCByZxPcoL4hfPZEiecbxulg,https://www.youtube.com/@kayach.,2021-03-26,159,21186,388,
515 VTuber【official】,UC6sa4q1MO4eLs2kq2a4FAnQ,https://www.youtube.com/@515vtuber,2021-08-06,149,368602,15000,毛蟲娛樂
鵡陸 ch. ,UCvA0UKaEmpUaViq7s4vAh9Q,https://www.youtube.com/@ch._1837,2021-09-19,63,10464,817,
朔宮湊 Ch.,UCxmTsjQlfY3pFoO_eA3u9Fg,https://www.youtube.com/@minatoch.,2021-09-28,317,37980,1150,
亞羅Aro,UCv1eqejx-s349iv8jIDqDUA,https://www.youtube.com/@aro_fischer,2021-10-17,19,1040,95,
ELA-エラ,UC_RcZ1Qn7D9xMOEnEojfbNg,https://www.youtube.com/@ela-8395,2018-11-04,22,12928,408,ReBirth
十六夜 蒼月 Aotuki Ch.【HKVTuber】,UCrxs_bMwhxhP8tIewG7ggtg,https://www.youtube.com/@aotuki_channel,2021-10-01,254,148290,2270,
Miyako-chan Mystery,UCl1h_3qBFzzmJb6ssDqgf0w,https://www.youtube.com/@miyakochwan,2017-12-13,53,4921,303,
Ayume Ch. -猫宮あゆめ-,UCkudQR2UrMR6A52pMO74STQ,https://www.youtube.com/@ayumech,2021-04-17,239,95691,1540,
方夏 / Fang Cia Channel,UCeoTcQVD1sCu1b1MtE_blLg,https://www.youtube.com/@fangcia,2010-04-22,96,56036,4890,ViSIR
蜜莉恩,UC-hNLDma4Rr65R-W1XSgZDQ,https://www.youtube.com/@milian_626,2022-10-08,68,5203,142,光映島
彌須斗 Beast ch.,UCvQIQvzRPZ8HfspSHlDhw4Q,https://www.youtube.com/@beastred0418,2021-07-12,329,95112,568,
蕾雅Rhea Corey Ch.,UCjTHk7eBL8uacb2NJoygRLQ,https://www.youtube.com/@rheacoreych,2021-01-14,457,145269,3090,鹿と魔女
Gebuse Ch.下伏ノボル,UCfLVkbvZ8-gufkpF-2OKjHQ,https://www.youtube.com/@gebusech.8465,2021-07-13,4,249,164,
花生_ピーナッツ(peanut_tw_),UCz1Tloe9TV-HJoRZ_ZAO72g,https://www.youtube.com/@_peanut_tw_,2016-11-07,10,239,41,
Minagi Yui Ch. 水凪ゆい,UC5ZUht79FzrSooG7jnU07cQ,https://www.youtube.com/@minagiyui,2021-07-21,282,54327,964,
土芒果社-蘆棠布奈,UCnSa7dnmEf6bmyS_34yqE_A,https://www.youtube.com/@-rutanbuna,2021-02-09,225,895769,16400,土芒果社
Rumi ch. 懶貓子,UCswRX8mNNdn1fjRctZqzjgA,https://www.youtube.com/@lanmewko,2021-06-23,512,13129945,214000,魔競娛樂
招福 CHAO-FU ch.,UCid3ZJZt-NdCQj9dSKC_eVg,https://www.youtube.com/@chao-fuch.7689,2021-06-29,30,1872,77,
 Asune Caco ch.,UC9i9vOsh2avGhuILSaTWPvQ,https://www.youtube.com/@asunecacoch,2021-12-24,78,58567,1450,古代音楽研究所
Aoi Hinamori Ch.,UCJSBNjYCB1pu_t0FajsY17g,https://www.youtube.com/@aoihinamorich,2020-12-29,517,4243707,68400,KAHO-FAMI
暁月闇夜.Channel,UCwNTysyZXTow0UIIEKUZTPw,https://www.youtube.com/@channel-ml1sc,2021-07-12,10,1482,72,
HanaNeko Ch.,UC6B5UN7qsjRQmfZk5vq1shQ,https://www.youtube.com/@hananeko822,2021-08-13,143,16862,341,
幹話系大學生🎓琉遠 Ryuyan【準備考試休播到417】,UC6cP4WbnrYypBKSJ7dXWvrQ,https://www.youtube.com/@ryuyan1005,2022-03-06,20,1281,143,
Mona.,UC_X6PqUeLT8-E2rn9v3RDiw,https://www.youtube.com/@nomona_mona,2021-03-15,9,32511,988,
Minai yuta ch.藥袋癒太,UCQN1nDoEJSRJF33t3xJ_6wA,https://www.youtube.com/@minaiyutach.8087,2021-05-24,97,15658,732,
啾比Cupi.Ch【HKvtuber】,UCc5dQ8QTz3Gf9Hk4if3I8ag,https://www.youtube.com/@cupi.hkvtuber,2022-05-25,18,2298,157,
Limi ch.黎汨,UCbWQ8Cenewwaff0saxLkl3w,https://www.youtube.com/@limimilili,2015-01-30,157,11397,391,
冬雪貓·ネコ ch.,UCFaCWGrHzYErwV6LPyC3ISA,https://www.youtube.com/@ch-ks4mo,2021-10-28,120,5586,220,
白神,UCLLbop68_DIW8bTRMOCO4iw,https://www.youtube.com/@whitegod0487,2013-08-20,9,103524,3450,
藻原もずく【香港Vtuber】,UCBV0NxUqiNUuQwKWabCZR0A,https://www.youtube.com/@mohara629,2021-06-25,294,163148,2120,
由奈サキ ch.,UCVlA5Iptm_AKOzWTlOjSBMw,https://www.youtube.com/@yunasaki,2022-01-27,3,1023,432,
ASMR Healing 希靈,UCM1nL55m_QImE0ZRqvGmWWQ,https://www.youtube.com/@healingch,2021-01-18,539,3956661,53500,
希翁 / Chion Ch.,UCeeUqiYJFwJSuFkfxHKwASQ,https://www.youtube.com/@chionnk,2022-05-01,145,1014368,32200,NKshoujo
Toeira Life 十重ゐら,UCtEc5pLBUv1gO1mnFOuhXCg,https://www.youtube.com/@toeiralife,2021-04-10,284,49231,1270,
らく_さん[香港VTuber],UCkfcXwS6bDcAo3OxsHoOwDQ,https://www.youtube.com/@raku_vtuber,2020-09-06,132,11191,205,
星芽 Hoshime Ch. 【HKVtuber】,UC3VXhSNwfzgnXt9J9riT6lw,https://www.youtube.com/@hoshimech,2020-09-01,127,35464,1310,
Sunna Ch. 旅人蘇娜 Sunna the Voyager,UCsSHQqmI9MZepupwiOl_pmg,https://www.youtube.com/@sunna_auralia,2021-12-09,70,4981,158,AURALIA Project
Merii Pakusu Ch. 梅莉 帕可斯 | 活動休止中 | 初學打瓦系,UCa7Cbx4buXLgY2d0Km19VPQ,https://www.youtube.com/@meriipakusuch.1023,2020-12-28,221,58696,3120,Mirolive
阿狗 卡尼斯 Canis ,UCJlvDVYSP5KmQ2ux9LHGMsQ,https://www.youtube.com/@canisvtuber,2021-04-30,409,175170,2370,
薰雪珞XunShueLuo【VTuber】,UCQL2rhbC2hlVDbmUdPAMlJg,https://www.youtube.com/@xunshueluovtuber,2020-10-14,646,27230,655,
米亞 Mya,UCVDrzfo7NnOvNx8dU-Ebitg,https://www.youtube.com/@mya.,2016-08-21,387,2489132,27900,幻花茶屋
藍瑗,UChT-5N5bS_dPr6GoEBOHFFQ,https://www.youtube.com/@user-pv4du5bv7c,2021-06-20,68,4833,129,
Anna Ch. 羽山アンナ【HKVTuber】,UCxr5j-HrPKEz7PegyLWe-AQ,https://www.youtube.com/@hayamaanna,2021-09-23,107,13323,267,
嗚洽ゆき,UCfuL6nfpOBStOrb0cwRgb6w,https://www.youtube.com/@ucha_yuki,2021-02-27,163,36279,1520,
Tokisaki Rin ch.時崎燐【EXILE】,UCaccldcS7uNUAN1rrcMAQWQ,https://www.youtube.com/@tokisakirinchexile,2021-06-11,127,7876,341,
Pyon ch. 南島ピオン,UCSKpNotPlJIbenQY_3gF-Sg,https://www.youtube.com/@mimishimapyon,2021-01-15,299,57411,2350,PRRU
Ayame Ch. 花崎あやめ,UCScnwd670CaNG_OlRr3EvJA,https://www.youtube.com/@v_hanasakiayame,2022-01-17,64,2520,149,林間小鎮
Sachiko Ch. 清水紗智子【DreamCity所屬】,UC0RKnoIQVBbNjaSd74u8X6g,https://www.youtube.com/@shimizusachiko,2021-07-20,274,174547,7160,夢想之都工作室
奶油花 Channel,UC_Ow9V6w524dXSkbSGrdkGw,https://www.youtube.com/@creamflower_,2021-08-21,95,25873,1150,
夏冬夜Toya,UCPdy3gxp8pajThuZC9W6YXQ,https://www.youtube.com/@toya,2013-11-23,201,15743,400,
DIKA豚足姬 Vtuber,UCrQPrfSgzfiUdp8WE2e9gNg,https://www.youtube.com/@dika0530,2021-11-30,171,145229,10200,
天気卡月 / Tenki Katsuki,UCWnQY4o7Hn1LxmGQQNCQPUA,https://www.youtube.com/@tenkikatsuki1824,2020-12-23,27,1041,69,2VR_Studio
A1M1愛美 Ch.,UCUjw5PLyOVI2pRiw0Ckn1wA,https://www.youtube.com/@a1m1_vtuber,2021-11-12,16,24095,1180,Eggtart
悠白Ubye,UC-o-1qjKkMLq-ZFxXIzOUBQ,https://www.youtube.com/@ubye,2020-08-13,490,6372837,92000,雲際線工作室
Atama Hikari 光頭 Ch. ,UCEEweFt_lPNNTiwSU3Z--jg,https://www.youtube.com/@atamahikarich.6358,2022-05-28,167,49828,1430,
綿醬,UCG0IXuM-GTUI0_trD533K2w,https://www.youtube.com/@user-ul4nu7ch3m,2021-06-25,113,4282,79,
伊香いくら【HKVtuber】,UCxzqBnN-6XGgJfU40x5utag,https://www.youtube.com/@ikaikura_hk,2021-02-10,204,66813,1400,
楠玖Nan-joy🦈【Mystic Project 所屬】,UChCoj5T3sno8lRON0ecKBnw,https://www.youtube.com/@nan-joy,2022-07-06,38,4809,204,Mystic Project
柴柴子Inu 伊努 Ch.,UCCedLxY9vpLJLSZ3nNSkZVQ,https://www.youtube.com/@shibashibainu6,2022-06-04,63,20751,756,
周默Zhoumo,UC2H5XpafT4is1p3e5WkwLpQ,https://www.youtube.com/@zhoumo_cloudhorizon,2022-05-03,94,362100,14600,雲際線工作室
Weedy ch.,UC4iaIxWQnl1Ilzxmqqf6BSA,https://www.youtube.com/@weedych.2071,2015-10-07,66,17992,1450,
ZHer Ch. 唧呵 / ㄐㄏ,UCU4HJsfFbLKG4-u4NaOvijQ,https://www.youtube.com/@zher0904,2022-09-03,35,3216,234,
刑未遼KeimiRyo ch.,UCe0uG0MWcSDbmxbIrkJLnWg,https://www.youtube.com/@keimiryoch.2722,2022-05-17,15,1963,281,
AngelDonna Ch. 天使多娜,UCh3SKSmN0FaM3z0djtrjOyA,https://www.youtube.com/@angeldonnach.9450,2021-10-11,41,4187,145,
Ao8 青葉 Ch.,UCafE-1MMxolHaWCl5Tdu9hA,https://www.youtube.com/@ao8channel,2020-06-14,85,10274,355,
Ose Ch.歐賽,UCUV5em0AdJom3TZteqJvtfg,https://www.youtube.com/@ose0219,2020-10-13,114,21088,803,
娜比Naby【台灣Vtuber】,UCAinjVX26L_PaOO3zXo4VAA,https://www.youtube.com/@lustanaby,2021-06-14,322,76728,2230,
小岩井波波利 KoiwaiPoboly Ch. ,UCeyw6iAIljXb9yN87ZuwB3Q,https://www.youtube.com/@poboly,2021-02-04,66,30045,5930,
璐洛洛 Ruroro【人造人Vtuber】,UCRf7OJA3azS4RsGd_G96FUw,https://www.youtube.com/@ruroroisme,2019-06-09,1412,48449555,250000,蜂沛創意行銷有限公司
Diria Julie / 迪妮雅・朱莉【HKVtuber】,UC0VAAQCFQqaQvPERWdUwfPg,https://www.youtube.com/@diriajulie,2015-04-10,118,7087,159,
Rio Channel [HKVtuber],UCa6a_59s3wnxbZPBKU7vX_A,https://www.youtube.com/@riochannelhk,2021-02-20,482,527714,1400,
凌潮,UC-olUVM2eeEM5mbenNvXDVg,https://www.youtube.com/@raxio1111,2013-12-01,148,114546,2750,
Machaka Ch.瑪洽卡,UCVJXNkL3fsI81CGb_YQVIEw,https://www.youtube.com/@machakach.4630,2021-07-14,8,737,16,
喬安娜喬納斯Joanna Jonas Ch.,UCcMPUTP39sJhe7_EtvbNlQA,https://www.youtube.com/@joannajonasvtuber,2021-03-18,254,90289,2200,
Nao Ch. 稻荷七櫻,UClvxZ1pRfKcLDTdiP87k7aA,https://www.youtube.com/@inari_nao,2021-06-07,442,124672,3280,
紅梅Kohbai,UCdekm6MVTBWof6u0vkQwyPA,https://www.youtube.com/@kohbai_tw,2019-01-13,289,45237,831,
SAKiSEN 咲荈_ch,UC03CZicbB2_5jgfk9nQDitw,https://www.youtube.com/@sakisen_ch5991,2021-06-22,109,16334,609,
賈翔jiashiang「台灣Vtuber」,UCtJ4exfMT-7kHs2VjhPio5A,https://www.youtube.com/@jiashiang,2019-02-17,151,73787,1320,CACV
draykate,UCJe3poqBsl1HWB6j2_zUqMA,https://www.youtube.com/@draykate5807,2021-12-04,8,1036,117,
沈梅Shenmei @v準備中,UCW9cx5JmIcjDO2INhbhz6bw,https://www.youtube.com/@shenmeiv9039,2022-10-15,3,143,21,
麵音白湯 Paitan,UCX8P-LApHpfSfT1ICdra-rQ,https://www.youtube.com/@paitanofficial,2015-12-29,125,1406314,29900,
Akito Ch. 緋佐あきと【HKVTuber】,UC-cHFd49zhY3Y7x9PZGDC_Q,https://www.youtube.com/@akesaakito,2021-04-22,184,280529,4180,
王妖蜃影 WangYao Mirage ch.,UCiB9_H4BvwlqSQF1s6xb0UQ,https://www.youtube.com/@wy_mirage,2021-03-05,94,24138,862,
Uncle B.B. 【Virtual channel】,UCJlWGT95wcAZMZtxwqsc1YA,https://www.youtube.com/@852unclebbvirtual,2021-05-28,1,2,2240,
虎勝トラカ ,UCtqbEfvoMPvbW1pFHuDi4Iw,https://www.youtube.com/@user-wh9xf3ws5c,2022-01-08,21,7082,626,
刺蝟K‧K channel,UCvcHDyKCsLuJLvIypnsPMQQ,https://www.youtube.com/@k-k,2010-05-15,526,56700,525,
Nagisa ch. 星海渚,UC7saARgPVuYbmdU3YWg6yHA,https://www.youtube.com/@nagisach.4539,2021-07-22,127,24386,883,
Hana_Vtuber,UCmN1afkSH6_GIHEwIiqHWcQ,https://www.youtube.com/@hanavtuber,2021-10-31,150,44696,365,
嘿 這裡有變態 嵐寶雲 Ch. Lan Baoyun,UC2e6GwE-WaMAu7MK_UPVMhg,https://www.youtube.com/@no1hentai,2014-07-21,69,9634,522,
飯,UCJBKLh4YDHQVmnapWY38bPw,https://www.youtube.com/@user-zk7jv7xu6e,2020-07-24,13,6062,660,
Mameru Ch. マメル咩嚕,UCcs0SZ9w7EezU0k2_84MzZg,https://www.youtube.com/@mameruch,2021-01-31,115,28404,1010,
暖杏nuanxing 🎀Ch.,UCm2vXWmv429pqvbLTmA6azg,https://www.youtube.com/@nuanxingch.7578,2021-07-20,265,59605,1530,
壹壹精華貓窩,UCcB8PaA3MpAIU-02vOWWDhg,https://www.youtube.com/@user-ir5hi9tx5u,2021-02-14,82,31559,2490,
月島ケン_Tsukishima Ken ch.,UC5Q5naJQdv-yl2ltmSv5l0A,https://www.youtube.com/@_tsukishimakench.9575,2016-04-21,46,29900,1070,Kiseki Plain
赤野蕗丹《歸家WANT! 》ch,UCftYR77MPeodTgYv-3oK17w,https://www.youtube.com/@wantch,2021-01-20,280,144284,4710,超異界通信+
漪夢奈特emonight【NRem ch.】,UCJICMxLdpfvH2nXPqaUmhfw,https://www.youtube.com/@emonight666,2012-10-30,3343,37257019,60600,超異界通信+
Hoshinokawa Neo Ch.星ノ川涅緒,UCkTQ6gRCQPR_FbLXWakP6OA,https://www.youtube.com/@hoshinokawaneoch,2021-04-06,18,60007,7130,Mirolive
咕咕嚕諾姆,UCbbvq4QVq4DGCV-zcsQiGkQ,https://www.youtube.com/@gurugnome,2021-06-20,568,10009,506,
啾菜 Chuna Ch.,UCUPFo7X6mk00JvCyCxM3QXQ,https://www.youtube.com/@chunach.1007,2021-02-23,326,47600,1330,地下軼樓
殘月公主EclipseYuki,UCaZrSOfpKP3KIrjyTrcWmzQ,https://www.youtube.com/@eclipseyuki12378,2015-04-05,372,28728,305,
其那_Kina Ch.,UCbYJ6alwTIBoyHi8tLiPVqw,https://www.youtube.com/@kina_ch922,2021-03-28,362,36850,1060,
仙杜波拉 Cinderpola,UCzCQc4zxnh4gn6cxcPmRN3w,https://www.youtube.com/@cinderpola,2012-04-11,678,73550,711,
Bana Ch. 白沢バナ,UC2Jmvv1QvBf5iCpmfo70ZWQ,https://www.youtube.com/@banach.9547,2021-02-14,5,5687,490,
Hoshinokawa Nao Ch.星ノ川倷緒 ,UCCo1oV47p2_gX7AgCMDisVg,https://www.youtube.com/@hoshinokawa-nao,2021-04-06,317,292765,11700,Mirolive
火野貝 hinokai【黑箱劇場】,UCML_XwKwggpBMpI2dOkN87g,https://www.youtube.com/@hinokai_bbt,2022-06-14,104,129012,9450,黑箱劇場
Nagisawa Nero Ch. / 凪沢ねろ,UCRTyURRPcA8HOJS25MwCEuw,https://www.youtube.com/@nagisawaneroch.1186,2014-10-31,6,2752,774,異星觀測站
Eruru Ch. 白音エルル,UC7M9zsObozmu0BBoDRIAkcQ,https://www.youtube.com/@hakuneeruru2,2023-01-29,117,8688,821,
蒼心．翟普瑞薩,UCA6GjKd_sZKure8cTNzyV7g,https://www.youtube.com/@aoiheart,2022-01-24,89,23754,742,
優奈 Yuna - ACGlive,UC5TcBp69hHW6K9wjXAQxiEw,https://www.youtube.com/@yuna-acglive9394,2021-12-23,9,9587,1240,ACGlive
馬特斯‧文迪 Matex Vamdy ,UCvChVU2GST2aBwXCUGSiyIQ,https://www.youtube.com/@matexvamdy9899,2021-05-31,43,12339,113,
Sou Ch. 雷獸。蒼,UCeEB95VoPf9HpoyDgyKhiQg,https://www.youtube.com/@souch.3555,2021-06-13,26,1698,120,
依玥 ch. Yiyue Selene,UClYHaOUQemb7D4cG-OeqhTQ,https://www.youtube.com/@yiyue,2011-06-28,133,20249,826,
黑魔法師-Loya,UCbk-c2dQoVcrNb_OtVgepUg,https://www.youtube.com/@-loya2901,2021-01-05,53,6677,641,
喵尾ニャーテール,UC_3DiJ9KCPr94igKq1aSNjw,https://www.youtube.com/@milly_cat,2016-11-23,26,11310,967,
貓音憂瀰*yuumi,UCVuTMRQbm7XlxRjo504wvDQ,https://www.youtube.com/@yuumi_nekone,2022-02-25,9,2606,165,
多洛莉絲 Dolores ch.,UCH6hPGk10X9GQZr9ZeHwflg,https://www.youtube.com/@doloresch.2184,2022-06-22,101,33937,1800,Kiseki Plain
犬飼征二 Inukai Seiji_Ch.,UC18AB_4Nox6o0YkFPsVbIIw,https://www.youtube.com/@inukai_seiji,2021-05-11,212,106251,2090,
Sapphire Ch.斯法爾,UCAwwK2V0D8q_vf339qvXlJQ,https://www.youtube.com/@sapphirech.6596,2021-07-09,165,20957,691,
星空 玖実,UCxChXf3ozCdtnDZ9PrwFFOQ,https://www.youtube.com/@user-cd9hv5fy7i,2013-01-13,15,260,30,
羅米D帳,UCWXy7kiH5Ej4FmSci_dsN-g,https://www.youtube.com/@romi-1225,2020-12-25,1,286,546,
泉川喵_Izumikawa Nya,UCrTIDW9xcII2lNh3ZF_yKiQ,https://www.youtube.com/@_izumikawanya,2022-09-06,68,5999,167,九藏喵窩
小羊許普A.K.A_Sheep,UC0JzxdDAwzAN-Yzc_3KR0ew,https://www.youtube.com/@a.k.a_sheep5628,2020-05-02,158,28130,1390,
荒幽ばつ | Rakurai Batsu Ch.,UClm0FgHwlkz1AxtAJVD-bvQ,https://www.youtube.com/@-rakuraibatsuch,2020-10-31,13,21023,780,異星觀測站
小笙,UCbYv2NEH-yMA1YHnpizj6tA,https://www.youtube.com/@lisheng_tw,2020-08-18,18,14238,1320,
阿戴adai🦊🐳,UCwYnoTo3i4LL0cvPsigML0Q,https://www.youtube.com/@adaigaming,2022-09-08,18,1939,206,
貓妮亞εїз(ฅ^oωo^ฅ),UCmvcPFuJzJYQa5LHMtp4g9w,https://www.youtube.com/@catniyaowo,2020-11-27,246,30934,787,
小瞳Hitomi Ch.,UCVpMC2Eaqks-OPUCOTRFDQA,https://www.youtube.com/@misconlineful,2012-02-17,9,202,247,PlanetLIVE
已知,UCcfvF2I7W4sN-6AjFMHhx-g,https://www.youtube.com/@yizhi0212,2019-08-01,309,40496,692,
Io Tsukinaga Ch. 月永アイオ⋆☽*,UCjQ4iz2YI_-4Gue8Gtmx0tQ,https://www.youtube.com/@iotsukinaga,2021-06-02,59,11194,486,
猴吱,UCi2-UG3TR_2B_Tpnz6untOg,https://www.youtube.com/@user-fq5ir8oc3z,2021-06-21,4,343,61,
藍琉ウミ AiruUmi Ch.,UCm3h1PfxmtC9er45raNzfXw,https://www.youtube.com/@airuumi,2021-07-26,76,4480,323,
Natsuki ch.夏季,UC8zjoHWGcuR1nhAjRpdXngg,https://www.youtube.com/@natsukich.6477,2021-05-11,14,885,42,
蕾兒 Rayer - ACGlive,UCDb47NT3QzoCiorDtK9C_qg,https://www.youtube.com/@rayer-acglive,2019-12-20,673,1108638,21500,ACGlive
Aasta Ch. 阿絲塔(原:緹娜Tina)🌸【花町月一期生】,UCDLxyfkEyujKz60oJ891Cpg,https://www.youtube.com/@hanachou_aasta,2022-03-02,265,84335,2870,花町月
藤堂幸助,UC73zug1oyUSpyVCK6hrhRSg,https://www.youtube.com/@chaokousuke,2022-01-21,300,79556,1270,
紅綾天爚 honlintianyue CH.,UC_sek6KmkTJlOO7-NQDpZsw,https://www.youtube.com/@honlintianyuech.1682,2018-02-11,22,3610,280,Garasu
AdolfoHasuki Ch. 阿道弗奇奇,UCSKqKtLQA-SwseqXZeBlYHA,https://www.youtube.com/@adolfohasukich.8258,2020-10-28,108,8665,346,
嗚比與沙鍋の小星球W&S Ch.,UC23uzYrhzMiUIWmTfDMvhmQ,https://www.youtube.com/@wubyandsaco,2022-01-18,165,33932,10500,
天野結城 Amano Yuuki,UC7sSIsmQvFA-pToDy-KdNVA,https://www.youtube.com/@amanoyuuki0729,2023-01-20,1,1560,466,鮭貓工作室
SOLIPark,UCU3TI1Fsi8AXwmXPv7wIhng,https://www.youtube.com/@solipark,2018-11-16,13,6307,182,
長嶋　蕾【長嶋　つぼみ】,UCBam70J2mzsV7bnYJ8ExeMA,https://www.youtube.com/@nagashima0623,2022-07-17,12,582,78,
雪野真白,UCoSjIXzVgjFjwhNpaEJ61Ng,https://www.youtube.com/@user-ch4fy4rj8v,2021-12-16,20,1029,171,托帕酒館
Aron Nea Ch.阿朗涅亞,UCnHBW9LnCxrS8j3g3z0FIAw,https://www.youtube.com/@aronneach.4889,2021-05-07,122,8432,375,
飯糰泉 / 2VR_Studio,UC6OYYBmyn-7vnWeZtPzeWbw,https://www.youtube.com/@alittlericeball,2018-05-22,118,136467,901,2VR_Studio
Y2 / 歪兔WaiTu ch.,UCrEf2EgL7ODqH3_5Z3W431A,https://www.youtube.com/@y2waituch,2021-04-17,63,11992,417,
糖子,UCc7WTlIiKCbxAgyG02X7jSQ,https://www.youtube.com/@user-re1iy6bh2s,2022-04-02,20,3398,196,
優妮絲 Eunice【UA所屬】,UCUpt_SFPuyF85F6u-2MwyTg,https://www.youtube.com/@eunicebaby,2022-08-30,51,10721,780,LUVMELIVE
Meii Ch. 白蛇 梅伊,UC9Ife_inavJMm9CKKRhzg6w,https://www.youtube.com/@meiich.7157,2021-03-25,310,316105,4170,Wander²
玖月 悠梨娜 / Kuzuki Yurina 【RUE ARK 所屬】,UC4YYXG8YAvZdMHNfYOHXuOw,https://www.youtube.com/@kuzukiyurinarueark4830,2022-02-23,153,50276,3420,RUE ARK
艾琳妮雅 Arrynia Vaeri Ch.,UC5bHZZ2df6_oFgOM_34_-aw,https://www.youtube.com/@arrynia,2022-10-19,33,154657,11300,魔競娛樂
魔法布丁罐,UCPRokizTiFXICsAL2WcWY0w,https://www.youtube.com/@mahoupurinkan,2022-08-14,16,16390,2290,
Proxy 珀晞 Ch.,UC6tjGbBzNGR3i9RHstGUvWw,https://www.youtube.com/@proxyuma,2021-02-18,579,47217,564,
Yuya幽夜yay,UC5m7F9O_kfp7e_OTCZwvHMg,https://www.youtube.com/@yuyayay1706,2020-12-01,202,18155,600,
白椛芽絵 ShirakabaMee,UChQaXgbaVBSpEit0Zf0xaSQ,https://www.youtube.com/@shirakabamee5359,2020-11-26,79,6729,785,椛花夜露
柚鈴Yuurei【Vsupport】,UCY-e-w28EfNTZBvU32fgYWQ,https://www.youtube.com/@yuureivsupport,2022-09-29,63,94317,1060,Vsupport
悠風ufon.channel,UC75d0B3ZhoW439YoQdeejSQ,https://www.youtube.com/@ufon0403,2020-10-20,749,46283,1550,
冰咲ユキセ / Yukise,UC31OJY7vky0J0QWT_DTlFDw,https://www.youtube.com/@yukise0826,2020-03-24,261,29441,396,
冊心kokoro,UC0G49r8oFgD_TFk9_6Aji8g,https://www.youtube.com/@cexinkokoro,2013-11-03,128,12141,374,妖妖林
B1俱樂部｜THE CLUB OF B1,UCIdyCErIAg0hH9p_PAwJ2pw,https://www.youtube.com/@b1_kur,2021-05-07,137,33230,916,B1俱樂部
MouBa Ch. 孟婆,UCzrowEfanO5gE-CDESWecBA,https://www.youtube.com/@moubach,2021-05-17,49,17719,713,
Neru Ch. 闇音ネル,UCymOeVRWRzjBrN_wfL7_xsg,https://www.youtube.com/@neruch.0303,2021-10-06,285,454841,13300,AuroraLive
詠星ユウナ /詠星優宇奈,UCHJyr2QQWGASn7FbodVh2aQ,https://www.youtube.com/@eiseiyuuna,2020-12-06,332,413288,11900,
Tashia Beru Ch. 塔西亞 貝爾,UCQya_1oCVngdAQhxRD2pzIQ,https://www.youtube.com/@tashiaberuvtuber,2021-06-27,235,23221,1530,
寂仙フィナ Finna Ch.,UCNCnzukYO1ZawMztRwfUqMw,https://www.youtube.com/@finna.,2021-06-01,136,9793,456,
霓奈KIKIRARA,UC1e5ekJ4223wPx3mZ6viTIA,https://www.youtube.com/@kikirara22,2014-10-03,20,11617,394,
Marika Ch. 真理果,UCRzoTlvAr66LWn41B7QSu1Q,https://www.youtube.com/@marikavtuber,2023-01-20,14,20922,1460,
琲世佐.vt.channel,UC-2Cy2ClwbpZIyWwfvvMLOg,https://www.youtube.com/@vtchannel-gb7yb,2021-07-10,9,398,31,
Maru Maru / 丸丸 Ch.,UCI_BQk_prghf_F7WoUpy-fQ,https://www.youtube.com/@marumaruch.6575,2021-08-21,14,1311,91,
Reshar Ch.蝦蝦桑,UCnTCphX4cG8X6ujGCF-bROQ,https://www.youtube.com/@reshar,2014-08-13,289,43053,619,
鶴舞舞Hewuwu ch.,UCNTNiAUgm_MJvahseT6Z-Yw,https://www.youtube.com/@hewuwuch.,2022-02-01,18,1302,253,
阿紋Awen,UCKUC7b2YgzGVG69HVKrnXrw,https://www.youtube.com/@awenvtuber,2017-09-04,671,101160,1830,
Yuma Ch. 黑野悠真,UCW21m4m4Sqg5eM2EEh-o1JA,https://www.youtube.com/@yumach.9088,2020-08-24,14,10439,3740,
千祈NOROI _Ch.,UC2-2MeP0TnL5qFYMt7OIxqg,https://www.youtube.com/@noroich,2021-06-21,3,401,589,COZY BOX
